count,frequency,word
68,0.00047671793721344345,inflated
68,0.00047671793721344345,middle
67,0.0004697073793132457,silhouettes
66,0.00046269682141304806,multiple
66,0.00046269682141304806,vertebral
66,0.00046269682141304806,body
66,0.00046269682141304806,hiatal
65,0.00045568626351285033,hyperinflated
63,0.00044166514771245495,been
63,0.00044166514771245495,spondylosis
62,0.0004346545898122573,due
62,0.0004346545898122573,bases
61,0.00042764403191205956,apical
61,0.00042764403191205956,some
61,0.00042764403191205956,borderline
61,0.00042764403191205956,significant
61,0.00042764403191205956,tissue
60,0.0004206334740118619,compared
60,0.0004206334740118619,tortuosity
60,0.0004206334740118619,radiographs
59,0.00041362291611166417,perihilar
59,0.00041362291611166417,elevation
59,0.00041362291611166417,tuberculosis
59,0.00041362291611166417,consolidations
58,0.00040661235821146645,radiograph
58,0.00040661235821146645,secondary
57,0.0003996018003112688,demonstrated
57,0.0003996018003112688,well
56,0.00039259124241107106,finding
56,0.00039259124241107106,infection
56,0.00039259124241107106,obtained
55,0.0003855806845108734,thickening
55,0.0003855806845108734,configuration
54,0.00037857012661067567,apex
54,0.00037857012661067567,emphysematous
54,0.00037857012661067567,svc
54,0.00037857012661067567,enlargement
54,0.00037857012661067567,mass
54,0.00037857012661067567,congestion
54,0.00037857012661067567,pa
52,0.0003645490108102803,slightly
51,0.0003575384529100826,appearing
51,0.0003575384529100826,greater
51,0.0003575384529100826,recommend
51,0.0003575384529100826,projecting
50,0.0003505278950098849,since
50,0.0003505278950098849,was
50,0.0003505278950098849,possibly
49,0.00034351733710968717,elevated
49,0.00034351733710968717,area
48,0.0003365067792094895,diffuse
48,0.0003365067792094895,also
47,0.0003294962213092918,distal
46,0.0003224856634090941,suggestive
46,0.0003224856634090941,osteophytes
46,0.0003224856634090941,ribs
46,0.0003224856634090941,age
46,0.0003224856634090941,region
45,0.0003154751055088964,postsurgical
45,0.0003154751055088964,under
45,0.0003154751055088964,venous
45,0.0003154751055088964,probable
45,0.0003154751055088964,clavicle
44,0.0003084645476086987,hypoinflated
44,0.0003084645476086987,were
43,0.000301453989708501,followup
43,0.000301453989708501,throughout
43,0.000301453989708501,medial
43,0.000301453989708501,consists
42,0.0002944434318083033,these
42,0.0002944434318083033,representing
42,0.0002944434318083033,persistent
42,0.0002944434318083033,widening
42,0.0002944434318083033,represents
42,0.0002944434318083033,recommended
41,0.0002874328739081056,intraperitoneal
41,0.0002874328739081056,junction
41,0.0002874328739081056,images
41,0.0002874328739081056,thoracolumbar
41,0.0002874328739081056,would
40,0.0002804223160079079,shoulder
40,0.0002804223160079079,approximately
40,0.0002804223160079079,near
40,0.0002804223160079079,resolution
39,0.0002734117581077102,by
39,0.0002734117581077102,copd
39,0.0002734117581077102,severe
39,0.0002734117581077102,superior
39,0.0002734117581077102,retrocardiac
39,0.0002734117581077102,possible
38,0.0002664012002075125,atrium
38,0.0002664012002075125,similar
38,0.0002664012002075125,tube
38,0.0002664012002075125,scan
37,0.00025939064230731483,superimposed
37,0.00025939064230731483,ap
37,0.00025939064230731483,cervical
37,0.00025939064230731483,any
37,0.00025939064230731483,scoliosis
37,0.00025939064230731483,volume
37,0.00025939064230731483,leads
37,0.00025939064230731483,midthoracic
36,0.0002523800844071171,line
36,0.0002523800844071171,associated
36,0.0002523800844071171,hyperinflation
36,0.0002523800844071171,level
35,0.00024536952650691944,cabg
35,0.00024536952650691944,demonstrate
35,0.00024536952650691944,eventration
35,0.00024536952650691944,reveal
35,0.00024536952650691944,fibrosis
35,0.00024536952650691944,densities
34,0.00023835896860672172,multilevel
34,0.00023835896860672172,remains
34,0.00023835896860672172,suggesting
33,0.00023134841070652403,flattening
33,0.00023134841070652403,however
33,0.00023134841070652403,remain
33,0.00023134841070652403,arthritic
33,0.00023134841070652403,related
32,0.00022433785280632633,technique
32,0.00022433785280632633,quadrant
32,0.00022433785280632633,position
32,0.00022433785280632633,deformities
32,0.00022433785280632633,consider
32,0.00022433785280632633,lobes
32,0.00022433785280632633,biapical
31,0.00021732729490612864,clinical
31,0.00021732729490612864,improved
31,0.00021732729490612864,along
31,0.00021732729490612864,overall
30,0.00021031673700593094,picc
30,0.00021031673700593094,top
30,0.00021031673700593094,given
30,0.00021031673700593094,lumbar
30,0.00021031673700593094,disc
30,0.00021031673700593094,lucency
29,0.00020330617910573322,failure
29,0.00020330617910573322,measuring
29,0.00020330617910573322,available
29,0.00020330617910573322,injury
29,0.00020330617910573322,hypoinflation
29,0.00020330617910573322,loss
28,0.00019629562120553553,dense
28,0.00019629562120553553,kyphosis
28,0.00019629562120553553,imaging
28,0.00019629562120553553,excluded
28,0.00019629562120553553,scar
28,0.00019629562120553553,hilum
28,0.00019629562120553553,post
28,0.00019629562120553553,significantly
28,0.00019629562120553553,vague
28,0.00019629562120553553,paratracheal
28,0.00019629562120553553,hyperexpansion
27,0.00018928506330533783,lobar
27,0.00018928506330533783,lingula
27,0.00018928506330533783,bodies
27,0.00018928506330533783,joint
27,0.00018928506330533783,contrast
27,0.00018928506330533783,curvature
27,0.00018928506330533783,clinically
27,0.00018928506330533783,endplate
27,0.00018928506330533783,wall
26,0.00018227450540514014,through
26,0.00018227450540514014,abnormal
26,0.00018227450540514014,history
26,0.00018227450540514014,dextroscoliosis
26,0.00018227450540514014,fusion
26,0.00018227450540514014,projection
26,0.00018227450540514014,residual
26,0.00018227450540514014,airways
26,0.00018227450540514014,known
25,0.00017526394750494244,marked
25,0.00017526394750494244,sequela
25,0.00017526394750494244,concerning
25,0.00017526394750494244,helpful
25,0.00017526394750494244,reflect
25,0.00017526394750494244,ventricle
25,0.00017526394750494244,slight
25,0.00017526394750494244,diaphragms
25,0.00017526394750494244,previously
25,0.00017526394750494244,underlying
24,0.00016825338960474475,segment
24,0.00016825338960474475,overt
24,0.00016825338960474475,correlation
24,0.00016825338960474475,question
24,0.00016825338960474475,fat
24,0.00016825338960474475,above
23,0.00016124283170454706,metastatic
23,0.00016124283170454706,more
23,0.00016124283170454706,that
23,0.00016124283170454706,cholecystectomy
23,0.00016124283170454706,healed
23,0.00016124283170454706,descending
23,0.00016124283170454706,diameter
22,0.00015423227380434936,osteopenia
22,0.00015423227380434936,decreased
22,0.00015423227380434936,partially
22,0.00015423227380434936,humeral
22,0.00015423227380434936,engorgement
22,0.00015423227380434936,intrathoracic
22,0.00015423227380434936,one
22,0.00015423227380434936,correlate
22,0.00015423227380434936,redemonstration
22,0.00015423227380434936,subclavian
22,0.00015423227380434936,cannot
21,0.00014722171590415164,artifact
21,0.00014722171590415164,breast
21,0.00014722171590415164,lingular
21,0.00014722171590415164,status
21,0.00014722171590415164,film
21,0.00014722171590415164,parenchymal
21,0.00014722171590415164,somewhat
21,0.00014722171590415164,aeration
21,0.00014722171590415164,extensive
20,0.00014021115800395395,pattern
20,0.00014021115800395395,differential
20,0.00014021115800395395,aspect
20,0.00014021115800395395,obstructive
20,0.00014021115800395395,hemidiaphragms
20,0.00014021115800395395,atrial
20,0.00014021115800395395,peripheral
20,0.00014021115800395395,flattened
20,0.00014021115800395395,pericardial
20,0.00014021115800395395,postoperative
20,0.00014021115800395395,artery
20,0.00014021115800395395,ectatic
20,0.00014021115800395395,probably
20,0.00014021115800395395,knee
20,0.00014021115800395395,zone
20,0.00014021115800395395,bowel
20,0.00014021115800395395,reveals
20,0.00014021115800395395,aerated
19,0.00013320060010375625,few
19,0.00013320060010375625,head
19,0.00013320060010375625,note
19,0.00013320060010375625,infectious
19,0.00013320060010375625,arteries
19,0.00013320060010375625,fissure
19,0.00013320060010375625,adjacent
19,0.00013320060010375625,involving
18,0.00012619004220355856,lesion
18,0.00012619004220355856,valve
18,0.00012619004220355856,nipple
18,0.00012619004220355856,x
18,0.00012619004220355856,suggests
18,0.00012619004220355856,atypical
18,0.00012619004220355856,dilated
18,0.00012619004220355856,rotated
18,0.00012619004220355856,moderately
18,0.00012619004220355856,films
18,0.00012619004220355856,amount
18,0.00012619004220355856,opacification
18,0.00012619004220355856,pelvis
18,0.00012619004220355856,parenchyma
18,0.00012619004220355856,several
18,0.00012619004220355856,external
18,0.00012619004220355856,lymphadenopathy
18,0.00012619004220355856,exclude
18,0.00012619004220355856,blunted
17,0.00011917948430336086,round
17,0.00011917948430336086,irregular
17,0.00011917948430336086,indicated
17,0.00011917948430336086,bandlike
17,0.00011917948430336086,abdominal
17,0.00011917948430336086,lesions
17,0.00011917948430336086,sulcus
17,0.00011917948430336086,preoperative
17,0.00011917948430336086,early
17,0.00011917948430336086,two
17,0.00011917948430336086,atherosclerosis
17,0.00011917948430336086,concern
17,0.00011917948430336086,node
17,0.00011917948430336086,convincing
17,0.00011917948430336086,hypertension
17,0.00011917948430336086,inferior
16,0.00011216892640316317,outside
16,0.00011216892640316317,vein
16,0.00011216892640316317,before
16,0.00011216892640316317,apices
16,0.00011216892640316317,evaluated
16,0.00011216892640316317,diagnosis
16,0.00011216892640316317,factors
16,0.00011216892640316317,removal
16,0.00011216892640316317,stent
16,0.00011216892640316317,exaggerated
16,0.00011216892640316317,neck
16,0.00011216892640316317,appreciated
16,0.00011216892640316317,calcific
16,0.00011216892640316317,spurring
16,0.00011216892640316317,coronary
16,0.00011216892640316317,evaluate
16,0.00011216892640316317,first
16,0.00011216892640316317,it
16,0.00011216892640316317,placement
15,0.00010515836850296547,ascending
15,0.00010515836850296547,result
15,0.00010515836850296547,surgery
15,0.00010515836850296547,technical
15,0.00010515836850296547,development
15,0.00010515836850296547,tracheostomy
15,0.00010515836850296547,humerus
15,0.00010515836850296547,please
15,0.00010515836850296547,other
15,0.00010515836850296547,better
15,0.00010515836850296547,hemithorax
15,0.00010515836850296547,numerous
15,0.00010515836850296547,rounded
15,0.00010515836850296547,continued
15,0.00010515836850296547,subtle
15,0.00010515836850296547,wedge
14,9.814781060276776e-05,ectasia
14,9.814781060276776e-05,questionable
14,9.814781060276776e-05,cavitary
14,9.814781060276776e-05,only
14,9.814781060276776e-05,described
14,9.814781060276776e-05,critical
14,9.814781060276776e-05,primordial
14,9.814781060276776e-05,up
14,9.814781060276776e-05,shadows
14,9.814781060276776e-05,very
14,9.814781060276776e-05,sized
14,9.814781060276776e-05,acromioclavicular
14,9.814781060276776e-05,overlies
14,9.814781060276776e-05,projects
14,9.814781060276776e-05,retrosternal
14,9.814781060276776e-05,monitor
14,9.814781060276776e-05,pacemaker
14,9.814781060276776e-05,device
14,9.814781060276776e-05,remote
14,9.814781060276776e-05,stomach
14,9.814781060276776e-05,studies
14,9.814781060276776e-05,proximal
13,9.113725270257007e-05,characterization
13,9.113725270257007e-05,nonspecific
13,9.113725270257007e-05,removed
13,9.113725270257007e-05,sequelae
13,9.113725270257007e-05,developed
13,9.113725270257007e-05,accentuated
13,9.113725270257007e-05,pectus
13,9.113725270257007e-05,generator
13,9.113725270257007e-05,irregularity
13,9.113725270257007e-05,inflammatory
13,9.113725270257007e-05,levoscoliosis
13,9.113725270257007e-05,malignancy
13,9.113725270257007e-05,collapse
13,9.113725270257007e-05,collection
13,9.113725270257007e-05,jugular
13,9.113725270257007e-05,partial
13,9.113725270257007e-05,foreign
13,9.113725270257007e-05,internal
13,9.113725270257007e-05,redemonstrated
13,9.113725270257007e-05,increase
12,8.412669480237238e-05,notification
12,8.412669480237238e-05,lordotic
12,8.412669480237238e-05,apparent
12,8.412669480237238e-05,dislocation
12,8.412669480237238e-05,overlie
12,8.412669480237238e-05,aspiration
12,8.412669480237238e-05,performed
12,8.412669480237238e-05,cavoatrial
12,8.412669480237238e-05,worsening
12,8.412669480237238e-05,recent
12,8.412669480237238e-05,habitus
12,8.412669480237238e-05,discrete
12,8.412669480237238e-05,suspected
12,8.412669480237238e-05,obscuration
12,8.412669480237238e-05,epicardial
12,8.412669480237238e-05,ij
12,8.412669480237238e-05,rotation
12,8.412669480237238e-05,caliber
12,8.412669480237238e-05,appropriate
12,8.412669480237238e-05,improvement
12,8.412669480237238e-05,aneurysm
12,8.412669480237238e-05,formation
12,8.412669480237238e-05,pneumoperitoneum
11,7.711613690217468e-05,considering
11,7.711613690217468e-05,high
11,7.711613690217468e-05,setting
11,7.711613690217468e-05,worse
11,7.711613690217468e-05,unfolding
11,7.711613690217468e-05,includes
11,7.711613690217468e-05,healing
11,7.711613690217468e-05,osteophyte
11,7.711613690217468e-05,developing
11,7.711613690217468e-05,document
11,7.711613690217468e-05,azygos
11,7.711613690217468e-05,senescent
11,7.711613690217468e-05,dedicated
11,7.711613690217468e-05,demonstrates
11,7.711613690217468e-05,noncalcified
11,7.711613690217468e-05,indicate
11,7.711613690217468e-05,loops
11,7.711613690217468e-05,shift
11,7.711613690217468e-05,joints
11,7.711613690217468e-05,less
11,7.711613690217468e-05,sclerotic
11,7.711613690217468e-05,obscured
11,7.711613690217468e-05,resolved
11,7.711613690217468e-05,subdiaphragmatic
10,7.010557900197697e-05,incompletely
10,7.010557900197697e-05,including
10,7.010557900197697e-05,coarse
10,7.010557900197697e-05,stability
10,7.010557900197697e-05,shows
10,7.010557900197697e-05,relative
10,7.010557900197697e-05,wedging
10,7.010557900197697e-05,spinal
10,7.010557900197697e-05,primary
10,7.010557900197697e-05,gross
10,7.010557900197697e-05,etiology
10,7.010557900197697e-05,suprahilar
10,7.010557900197697e-05,confluent
10,7.010557900197697e-05,chf
10,7.010557900197697e-05,tuberculous
10,7.010557900197697e-05,sulci
10,7.010557900197697e-05,tips
10,7.010557900197697e-05,below
10,7.010557900197697e-05,does
10,7.010557900197697e-05,asymmetric
10,7.010557900197697e-05,carina
10,7.010557900197697e-05,relatively
10,7.010557900197697e-05,hip
10,7.010557900197697e-05,destructive
10,7.010557900197697e-05,measures
10,7.010557900197697e-05,bullous
10,7.010557900197697e-05,cystic
9,6.309502110177928e-05,shunt
9,6.309502110177928e-05,documented
9,6.309502110177928e-05,hypoventilation
9,6.309502110177928e-05,basal
9,6.309502110177928e-05,weeks
9,6.309502110177928e-05,its
9,6.309502110177928e-05,alignment
9,6.309502110177928e-05,additional
9,6.309502110177928e-05,hyperlucent
9,6.309502110177928e-05,confirm
9,6.309502110177928e-05,treatment
9,6.309502110177928e-05,inspiratory
9,6.309502110177928e-05,overlapping
9,6.309502110177928e-05,location
9,6.309502110177928e-05,dr
9,6.309502110177928e-05,decubitus
9,6.309502110177928e-05,remainder
9,6.309502110177928e-05,sarcoidosis
9,6.309502110177928e-05,unfolded
9,6.309502110177928e-05,posttraumatic
9,6.309502110177928e-05,symmetric
9,6.309502110177928e-05,indistinct
9,6.309502110177928e-05,after
9,6.309502110177928e-05,pneumonitis
9,6.309502110177928e-05,axillary
9,6.309502110177928e-05,platelike
9,6.309502110177928e-05,projected
9,6.309502110177928e-05,expected
8,5.6084463201581583e-05,tubing
8,5.6084463201581583e-05,retraction
8,5.6084463201581583e-05,following
8,5.6084463201581583e-05,differences
8,5.6084463201581583e-05,focus
8,5.6084463201581583e-05,widened
8,5.6084463201581583e-05,warranted
8,5.6084463201581583e-05,osseus
8,5.6084463201581583e-05,fourth
8,5.6084463201581583e-05,subcutaneous
8,5.6084463201581583e-05,infrahilar
8,5.6084463201581583e-05,ensure
8,5.6084463201581583e-05,caval
8,5.6084463201581583e-05,engorged
8,5.6084463201581583e-05,glenoid
8,5.6084463201581583e-05,bypass
8,5.6084463201581583e-05,minimally
8,5.6084463201581583e-05,trapping
8,5.6084463201581583e-05,single
8,5.6084463201581583e-05,lines
8,5.6084463201581583e-05,tenderness
8,5.6084463201581583e-05,cortical
8,5.6084463201581583e-05,end
8,5.6084463201581583e-05,increasing
8,5.6084463201581583e-05,bronchiectasis
8,5.6084463201581583e-05,complete
8,5.6084463201581583e-05,causing
8,5.6084463201581583e-05,loculated
8,5.6084463201581583e-05,include
8,5.6084463201581583e-05,interstitium
8,5.6084463201581583e-05,examinations
8,5.6084463201581583e-05,terminating
8,5.6084463201581583e-05,regions
8,5.6084463201581583e-05,image
8,5.6084463201581583e-05,difficult
8,5.6084463201581583e-05,fullness
8,5.6084463201581583e-05,obstruction
8,5.6084463201581583e-05,obvious
8,5.6084463201581583e-05,uncertain
8,5.6084463201581583e-05,bullet
8,5.6084463201581583e-05,vertebra
8,5.6084463201581583e-05,exams
8,5.6084463201581583e-05,compartment
8,5.6084463201581583e-05,collections
8,5.6084463201581583e-05,dislocations
8,5.6084463201581583e-05,discussed
8,5.6084463201581583e-05,posteriorly
8,5.6084463201581583e-05,motion
8,5.6084463201581583e-05,fixation
8,5.6084463201581583e-05,kyphotic
8,5.6084463201581583e-05,although
8,5.6084463201581583e-05,advanced
8,5.6084463201581583e-05,replacement
8,5.6084463201581583e-05,dish
7,4.907390530138388e-05,extremity
7,4.907390530138388e-05,fibrotic
7,4.907390530138388e-05,cancer
7,4.907390530138388e-05,layering
7,4.907390530138388e-05,recess
7,4.907390530138388e-05,fragment
7,4.907390530138388e-05,incidental
7,4.907390530138388e-05,curvilinear
7,4.907390530138388e-05,mitral
7,4.907390530138388e-05,favored
7,4.907390530138388e-05,follow
7,4.907390530138388e-05,demineralization
7,4.907390530138388e-05,colon
7,4.907390530138388e-05,overlap
7,4.907390530138388e-05,margination
7,4.907390530138388e-05,femur
7,4.907390530138388e-05,remaining
7,4.907390530138388e-05,results
7,4.907390530138388e-05,between
7,4.907390530138388e-05,nondisplaced
7,4.907390530138388e-05,cavity
7,4.907390530138388e-05,diminished
7,4.907390530138388e-05,addition
7,4.907390530138388e-05,diffusely
7,4.907390530138388e-05,predominantly
7,4.907390530138388e-05,now
7,4.907390530138388e-05,markers
7,4.907390530138388e-05,sternum
6,4.206334740118619e-05,reflecting
6,4.206334740118619e-05,quality
6,4.206334740118619e-05,consolidative
6,4.206334740118619e-05,supine
6,4.206334740118619e-05,prosthetic
6,4.206334740118619e-05,time
6,4.206334740118619e-05,hours
6,4.206334740118619e-05,sided
6,4.206334740118619e-05,should
6,4.206334740118619e-05,lobectomy
6,4.206334740118619e-05,suture
6,4.206334740118619e-05,tb
6,4.206334740118619e-05,suggested
6,4.206334740118619e-05,useful
6,4.206334740118619e-05,progression
6,4.206334740118619e-05,notified
6,4.206334740118619e-05,pleura
6,4.206334740118619e-05,tubes
6,4.206334740118619e-05,dextrocurvature
6,4.206334740118619e-05,levels
6,4.206334740118619e-05,graft
6,4.206334740118619e-05,remarkable
6,4.206334740118619e-05,axilla
6,4.206334740118619e-05,reactive
6,4.206334740118619e-05,features
6,4.206334740118619e-05,tunneled
6,4.206334740118619e-05,combination
6,4.206334740118619e-05,radiopaque
6,4.206334740118619e-05,portions
6,4.206334740118619e-05,femoral
6,4.206334740118619e-05,scoliotic
6,4.206334740118619e-05,corresponding
6,4.206334740118619e-05,arterial
6,4.206334740118619e-05,rightward
6,4.206334740118619e-05,portion
6,4.206334740118619e-05,narrowing
6,4.206334740118619e-05,resection
6,4.206334740118619e-05,cardiothoracic
6,4.206334740118619e-05,transverse
6,4.206334740118619e-05,convexity
6,4.206334740118619e-05,callus
6,4.206334740118619e-05,approximating
6,4.206334740118619e-05,bullae
6,4.206334740118619e-05,atelectatic
6,4.206334740118619e-05,screw
6,4.206334740118619e-05,ankle
6,4.206334740118619e-05,ventricular
6,4.206334740118619e-05,structure
6,4.206334740118619e-05,based
6,4.206334740118619e-05,pneumomediastinum
6,4.206334740118619e-05,feeding
6,4.206334740118619e-05,suggestion
5,3.5052789500988486e-05,congestive
5,3.5052789500988486e-05,shape
5,3.5052789500988486e-05,postop
5,3.5052789500988486e-05,part
5,3.5052789500988486e-05,procedure
5,3.5052789500988486e-05,largest
5,3.5052789500988486e-05,distribution
5,3.5052789500988486e-05,arthritis
5,3.5052789500988486e-05,markedly
5,3.5052789500988486e-05,overload
5,3.5052789500988486e-05,thin
5,3.5052789500988486e-05,three
5,3.5052789500988486e-05,width
5,3.5052789500988486e-05,glenohumeral
5,3.5052789500988486e-05,carinatum
5,3.5052789500988486e-05,sutures
5,3.5052789500988486e-05,placed
5,3.5052789500988486e-05,granulomata
5,3.5052789500988486e-05,material
5,3.5052789500988486e-05,characteristic
5,3.5052789500988486e-05,retained
5,3.5052789500988486e-05,background
5,3.5052789500988486e-05,clearing
5,3.5052789500988486e-05,subpleural
5,3.5052789500988486e-05,like
5,3.5052789500988486e-05,stimulator
5,3.5052789500988486e-05,mastectomy
5,3.5052789500988486e-05,can
5,3.5052789500988486e-05,lucent
5,3.5052789500988486e-05,resolving
5,3.5052789500988486e-05,histoplasmosis
5,3.5052789500988486e-05,reticular
5,3.5052789500988486e-05,considerations
5,3.5052789500988486e-05,technically
5,3.5052789500988486e-05,obscure
5,3.5052789500988486e-05,dialysis
5,3.5052789500988486e-05,entirely
5,3.5052789500988486e-05,fractured
5,3.5052789500988486e-05,peribronchial
5,3.5052789500988486e-05,thoracotomy
5,3.5052789500988486e-05,stool
5,3.5052789500988486e-05,irregularities
5,3.5052789500988486e-05,allowing
5,3.5052789500988486e-05,reticulonodular
